"id","extro","open","agree","social","class","school"
107,56.0145829532329,40.3426786420632,43.3265972961282,127.733815763032,"d","II"
108,41.3799775257835,35.4333725004013,22.9360990386239,108.143903276291,"a","I"
109,59.4033450090972,37.1369284988276,26.5412234991798,121.25425519059,"d","III"
110,74.4404528965725,40.281988334567,27.8341317013032,86.9870160910954,"c","VI"
111,60.6590364013016,33.5985593177843,39.4310318714564,113.805947922142,"a","IV"
112,60.3130069562754,53.3527368541048,34.9288041414244,127.079856827581,"a","IV"
113,83.342591894547,38.4642543255064,25.6160275058201,133.698705412551,"d","VI"
114,61.5660539295136,51.0766274120478,28.3954445134439,107.109265103988,"b","IV"
115,80.114355477674,47.4860685988377,48.4658066223287,94.6002892618354,"d","VI"
116,49.3264577843594,46.8646597342532,34.2198324858672,111.589005025505,"d","I"
117,47.8050549856613,35.5751407585919,36.6458852811411,107.735307754767,"c","I"
118,60.0546474163584,51.85442463364,42.1158442601125,94.9954400702466,"d","III"
119,66.2812291994483,39.4595023841081,38.9611101788188,78.0515061976539,"b","V"
120,60.9796181495846,41.2198171095925,43.6501821077781,88.9187283706381,"a","IV"
121,60.7471027884576,32.3000214568702,33.7186890816419,120.659561594558,"a","IV"
122,49.0071643816794,54.1029970633616,36.0661522796104,105.522037599225,"c","I"
123,73.9803368562023,39.4070365603671,37.2707416452702,116.428471568695,"c","VI"
124,64.80764336958,40.1635595832226,38.5683898739585,109.344384505621,"a","V"
125,65.6802909297424,37.0486324053675,35.1236344586975,78.4438499914008,"b","V"
126,58.2215398121241,47.455108424154,39.9150989299237,87.8375011562563,"b","III"
127,49.8734611573129,44.208787990011,32.5431863923182,71.1046346340933,"d","I"
128,57.5035964469764,37.7933485928901,27.1698464437514,88.1802049068061,"b","III"
129,50.8656001782519,46.6657954886659,28.4778231486663,88.7295857187435,"d","I"
130,57.5420911825563,39.9859727013174,43.7067223349051,113.193484494852,"b","III"
131,52.5649378847809,45.9687237197858,30.9321122548192,76.1846257681114,"a","II"
132,46.0695681139225,26.7337194801071,30.8804276685925,102.409915351204,"b","I"
133,75.0323621738678,39.5283010707518,33.3942381218358,70.8241162329603,"c","VI"
134,69.6214945762611,44.8900509540283,32.9057022226906,74.5768659230998,"a","VI"
135,51.4288634113302,43.6269642841159,32.570433027795,128.561439635635,"d","I"
136,79.7329277349066,40.6407811610869,43.990512685908,84.1520274929904,"d","VI"
137,44.408119082533,42.1280312161627,32.1406147877678,102.447268747524,"b","I"
138,70.1636157466573,40.7924153066075,28.0950545525541,112.414453007892,"a","VI"
139,62.454756183578,44.5962628798973,37.918471089775,86.3031196031213,"c","IV"
140,56.0822315748767,38.1686348930729,37.4585160305646,84.6534754629359,"d","II"
141,66.5687801789751,38.1798976863167,29.3881610529983,84.4059366093824,"c","V"
142,80.640109890195,45.1697143523948,34.9076167189365,130.52238267942,"d","VI"
143,60.0033607260863,44.7634294651539,39.7733243877614,88.1554871912413,"d","III"
144,66.9789474856225,39.7635223357392,45.6096616076446,124.406786707372,"c","V"
145,58.9434814298862,29.4638672764655,39.8594253889693,100.71085939118,"c","III"
146,45.3039020464817,47.2965237127377,32.2360818695652,114.108595142534,"b","I"
147,70.865852858647,42.2204985470336,33.1321498272651,90.7867399907154,"b","VI"
148,77.074470152299,30.7445154908049,37.7132455208957,98.5488997889535,"d","VI"
149,60.6010252630453,35.3902358891775,33.2115176908467,108.195465080688,"a","IV"
150,64.1803296251493,37.9550511261819,30.3442442049909,115.329610093879,"d","IV"
151,66.5503376785392,40.3849060919078,40.4209116994606,114.238734594269,"c","V"
152,59.8996505403746,29.1124831483831,36.5077218555216,126.551082987756,"d","III"
153,78.0175023056425,32.5646661905585,41.3964358363517,117.125086162999,"d","VI"
154,58.3864583466655,35.4324933362647,29.2554082427475,109.274162308765,"c","III"
155,70.9360970524691,33.2618959667605,35.6491388754023,108.38712307083,"b","VI"
156,45.1990460611311,41.7072302467603,39.4901839704555,112.476198750445,"b","I"
157,71.2484745176954,35.8504845078531,31.7916282807551,93.8022275910448,"b","VI"
158,57.4186346385744,34.0212925671843,39.5678267692204,102.090462868745,"b","III"
159,44.9890805355877,35.7881317034439,45.440180117139,72.4910132242493,"b","I"
160,60.4188279320567,44.5421370935177,34.9818829296962,115.221223926074,"a","IV"
161,61.17473132301,42.1379042556919,42.0589008332799,94.26893469218,"b","IV"
162,63.2137601050938,47.5525664082811,34.7606573566216,88.7432483131282,"c","IV"
163,57.0417627393604,41.3704084915728,27.7887763335621,89.4687854672534,"a","III"
164,70.6546453349045,35.454587243894,32.2831159705454,122.299361005168,"a","VI"
165,66.0340240043389,38.7085379296245,29.405055114864,88.6084669372622,"b","V"
166,82.2542446413926,39.4860823129128,32.5348263371312,106.525048088395,"d","VI"
167,51.5363901920834,42.3291616556129,39.2755675251686,106.001481725679,"a","II"
168,52.0763372188157,44.9937201563557,41.9980873573067,107.152802892429,"a","II"
169,46.5908052759701,52.1901410529441,30.6397217393305,86.8158422177232,"b","I"
170,58.1086834162538,35.9530886978946,32.4415517505424,98.5471497896798,"b","III"
171,59.9310017594312,44.6713624053938,32.3115910364413,99.6455871184055,"d","III"
172,64.3083458606456,33.8411800875212,39.1528416818511,80.0854462693838,"a","V"
173,58.0814729522652,37.1966774166887,37.0806924881721,110.012111021635,"b","III"
174,66.4636534744663,39.433615092515,29.6719858629936,106.328560144565,"b","V"
175,62.11887337415,38.737795406616,41.8756583168655,101.182197635201,"b","IV"
176,60.7423548727477,44.2057167679509,20.7580311630788,112.007623194734,"a","IV"
177,66.9629523650281,43.9914741943745,32.2874011074199,100.820375044477,"c","V"
178,63.683712176602,36.6292420274552,39.6139473399631,99.031755651476,"d","IV"
179,54.6002427261804,41.1187676754798,32.5222686522783,89.4687538294598,"c","II"
180,50.9536267382382,29.6838941113357,39.9642371245899,100.081009288727,"d","I"
181,68.89082111009,45.1508237675254,31.1852326264721,97.5115068279215,"d","V"
182,58.3014023167358,45.621906012347,35.7592985039001,107.194124883263,"c","III"
183,58.2052744458711,42.5071259268642,33.262858714065,84.353339594602,"b","III"
184,56.3501116879802,32.953945387138,28.7849655777534,94.7453955406524,"a","III"
185,70.3356509225904,38.8650827491131,35.5115419226389,114.437179776547,"a","VI"
186,58.8018834661356,43.8907615724849,39.7084971729671,114.888336014633,"c","III"
187,35.4293655326982,36.8817700440615,35.9248767585972,110.467108644034,"a","I"
188,55.3297352277242,32.8178235712665,39.6619729703474,85.0382210278863,"c","II"
189,45.2240297799648,35.6113849531356,36.3146651368617,96.7582876874435,"b","I"
190,64.7557986791187,44.9048843258021,27.6953399626441,92.062416766362,"a","V"
191,55.4716914520838,41.7630865431333,35.327313216895,119.104218721868,"d","II"
192,39.4599772644396,31.5290190921395,32.6519684826538,87.5959062514492,"a","I"
193,59.7956628126165,37.7625080441949,33.9450676611745,74.8979687176474,"d","III"
194,59.6501075351143,33.0508158989549,35.2514822936794,107.060837919478,"d","III"
195,58.9458378141761,41.8846077135615,38.9588371332085,107.848835127299,"c","III"
196,66.6433892475629,49.5043559825088,30.1902859995156,78.0615350075213,"c","V"
197,56.0712432341538,40.5294450605997,39.1477200379664,82.9761284339672,"d","II"
198,69.8686122055642,29.6071356600872,31.7074766416721,110.136467058419,"a","VI"
199,61.5883596496201,37.7146878029781,33.8519168072868,94.137963764217,"b","IV"
200,57.8350864076644,36.3670890849904,31.8481543768926,97.7634574059526,"b","III"
201,52.7607076023354,43.1066690400077,44.330209765356,74.3653563484034,"a","II"
202,61.4227992347455,45.7804403696665,43.4516993687913,96.7602125436566,"b","IV"
203,60.1685953118695,44.7763896885509,36.843591619508,103.368807375279,"a","IV"
204,57.5589038818831,34.7491474798237,43.4707761232405,106.18910408363,"b","III"
205,77.1615642892608,45.2516944890517,46.4820332557312,84.2446215536462,"d","VI"
206,58.3547582137344,41.3854241257957,31.4775452245432,127.919602722767,"c","III"
207,70.01368040523,38.2878779522318,37.0303027054291,130.802976290596,"a","VI"
208,50.8699740132001,38.7412617471178,37.1196044696113,151.955379841586,"d","I"
209,74.2082216504603,42.6944409680892,38.6332278486263,98.5796360829658,"c","VI"
210,60.9669045197717,40.1525314926751,35.0477702920596,125.004189213203,"a","IV"
211,65.6187239968253,39.5624012148049,37.2268044004518,110.39203644503,"b","V"
212,76.5083467468936,34.0036651702654,32.4717386679952,96.668219259844,"c","VI"
213,58.9767746217159,42.7689585033852,39.3335178389074,127.107632477739,"c","III"
214,66.0087953621258,40.8413606968035,29.3228729751246,93.8216134037063,"b","V"
215,45.4169067522196,38.6463767878246,39.8395501237316,100.712845904241,"b","I"
216,82.2275174746058,46.8224232699815,34.6550219233248,94.037107462184,"d","VI"
217,80.2942600666272,39.1002014459059,27.398117657476,90.1376325539275,"d","VI"
218,55.5607292474175,40.947427107691,31.1005175778265,99.9636168258706,"d","II"
219,59.3639169715519,28.9720829782873,40.4026257867902,77.6746303392018,"d","III"
220,68.9086658692836,36.9408552045284,33.4543970975864,85.6812257463925,"d","V"
221,62.8042169334375,33.9335006468688,35.8507911449361,79.2025693188538,"c","IV"
222,67.2400588199412,41.4274352696994,27.3236409053939,61.4455859545452,"c","V"
223,47.9983416067573,39.9928312133228,43.3067473927423,96.5578367265178,"c","I"
224,54.8073979508658,43.5148631670306,38.9977707487901,103.356011837458,"c","II"
225,72.4789050776434,44.0785311472324,40.0738243534287,92.7214738151276,"b","VI"
226,56.5513509830096,38.1490352377043,34.103536604282,80.4392803720532,"a","III"
227,67.23260195591,38.7515996273927,22.6480033684421,111.740102781184,"c","V"
228,65.6129896816672,39.4084325241599,35.4041261116002,73.3221943275737,"b","V"
229,52.69070607981,32.405118122161,33.4682932242532,74.542080200885,"a","II"
230,54.8280976368685,40.1836622150768,42.2436454709434,108.563047359364,"c","II"
231,66.095496210723,37.9905295937703,29.3555939754345,114.073708804645,"b","V"
232,66.2625078600566,37.7778622326978,27.814963744817,97.4147578234572,"b","V"
233,69.4822946069866,41.5574936292903,41.0302371509281,93.5359062798814,"a","VI"
234,63.4787274725701,43.9901735797348,43.809792871604,113.052931206621,"d","IV"
235,50.1216174464587,38.9069449511874,33.5617648367465,103.704433258264,"d","I"
236,69.7891375550395,38.9725506367372,37.2223696272789,105.346825313518,"a","VI"
237,57.0699220981585,40.6744506531747,33.307278897228,98.7805910217732,"a","III"
238,41.0624937469659,40.4728028579197,35.1285525773386,100.999942931265,"a","I"
239,53.0325729951708,33.6557915279689,44.9066045068247,88.715216238491,"b","II"
240,64.443323308585,36.2856112518066,37.5521764476256,133.479507038173,"a","V"
241,58.6618047896904,47.3045900040382,31.8854547493805,97.4049351880414,"c","III"
242,66.135270900312,37.6767768148406,32.5477497814971,105.015837045102,"b","V"
243,61.3629642191966,43.2981396153384,37.8527586828807,99.8565071006293,"b","IV"
244,72.0387893946552,41.0568086224259,38.47562998407,85.6585981378,"b","VI"
245,66.2685267496037,22.3940459418536,35.2111439865623,101.7077662194,"b","V"
246,64.9732816666069,33.4292127163085,24.7830561274069,138.713308375442,"a","V"
247,53.8830674539183,43.8366279797674,40.0727751684333,92.67951258408,"b","II"
248,64.044224179325,41.1424367375771,34.5647686943606,113.955706273205,"d","IV"
249,52.5769455891396,48.1266866519112,33.9290961143451,100.200468783002,"a","II"
250,59.9308626728119,32.0276954477154,33.1901506668839,89.8946080743402,"d","III"
251,46.6407375100015,34.0734661083588,36.2453846799007,121.483386448332,"b","I"
252,55.7391157662549,42.4707225205132,35.8959733813032,107.501429251777,"d","II"
253,65.8937502514435,37.2236063768075,35.7973002606051,108.163381628949,"b","V"
254,58.933512559861,41.010247892408,37.284363816494,96.669499873709,"c","III"
255,71.6662167872349,36.8395273985187,38.4382984375448,125.626492365976,"b","VI"
256,68.842613363456,37.0032060814781,34.6998645601022,99.1497134759832,"d","V"
257,68.0578443320609,24.0772055354638,35.1721765534189,117.584575723216,"d","V"
258,75.9405184191907,37.5795845871816,39.0690294924227,92.3187542654694,"c","VI"
259,38.9639457587098,46.9976656448469,36.8822148722814,97.5422120481898,"a","I"
260,68.1319956206278,42.2941335037363,30.2330491114158,87.6223652742799,"d","V"
261,49.124271870264,40.5177565705037,29.1910493263869,104.557694947304,"c","I"
262,66.4215889662411,37.8131190648605,34.3497489552709,112.333537598763,"b","V"
263,61.6741077089681,39.9805541867888,25.4652374173414,104.43455479351,"b","IV"
264,66.1283536038771,32.4601248702865,43.5586211530049,116.35772635861,"b","V"
265,56.427075403778,30.4123440465282,28.763109457635,91.0602483497127,"a","III"
266,62.7529293633851,42.746436129602,32.9056951648743,103.635705364433,"c","IV"
267,54.4384411302787,37.0280603582708,37.0360516767763,76.90707108019,"c","II"
268,45.8027081012824,50.9518740211643,31.1734618144865,109.084011651917,"b","I"
269,70.1779632475514,44.7739126651516,32.9950205191631,100.313591338565,"a","VI"
270,63.3572736809732,37.4812614531104,42.9653202279517,112.001408020258,"d","IV"
271,70.4333951528452,48.0854262425431,34.5429410347003,121.463843069066,"a","VI"
272,54.2133886191834,33.197042837359,35.1008014744199,83.4797648540392,"c","II"
273,82.2578691809572,48.8015089911394,25.7436215877454,107.86690632415,"d","VI"
274,65.7372208271753,49.3672262981955,31.9077388891993,79.818255283274,"b","V"
275,38.0007755494436,36.2530446963779,40.9649289948584,109.58393336514,"a","I"
276,57.7545627064333,38.4893929937927,29.5400034679438,78.610350748227,"b","III"
277,54.8551318726426,42.9212274347147,22.772499085529,89.8510999676755,"c","II"
278,62.1169945093193,35.4740698041649,39.7668792259481,85.7160155269784,"b","IV"
279,63.1754988839801,39.3613627522503,26.8704089239825,83.7248391872327,"c","IV"
280,56.5163073021346,40.4152664438186,31.4054406596949,95.5875137935395,"a","III"
281,72.1643976681125,47.339590854117,26.6157499779162,85.0891701670232,"b","VI"
282,54.3892395124867,39.6575517790264,37.5376569460835,81.9490587951645,"c","II"
283,67.33517466812,53.0232646351814,30.9638480819145,100.506164332897,"c","V"
284,68.9262449690066,38.599812922357,20.5817881746078,108.638238666828,"d","V"
285,60.310829989267,23.4357845696435,27.2421837272179,131.418827829438,"a","IV"
286,66.9359874122443,40.3189311997865,30.1810707681573,70.9493049461441,"c","V"
287,71.0596074382102,35.1884473460664,37.425092430648,100.366233814631,"b","VI"
288,63.5821197715628,50.0906777626958,39.5926461343477,102.409940285682,"d","IV"
289,51.0134644859867,43.7856003703285,41.0292440823445,120.554129508155,"d","I"
290,60.2791507133807,36.3521194699173,34.4108548172375,119.185562923556,"a","IV"
291,69.63412670605,32.6388796916102,39.267982946734,117.581936883058,"a","VI"
292,68.5326298082743,42.6334826899057,31.1572420889059,105.813072535268,"d","V"
293,39.2806519095315,39.7485147962364,35.7675448619375,94.8115969759255,"a","I"
294,90.8295303706447,50.4357890689773,45.6776764882468,100.918999944767,"d","VI"
295,56.2840999270176,34.3538751496984,31.9053993871977,129.062384379595,"a","III"
296,41.4008949097341,41.9936069265902,29.8202406468753,95.1971920797228,"a","I"
297,80.3818323186749,45.4277507699,36.1868326916469,65.5915085826739,"d","VI"
298,40.8800034935182,39.5850837261404,35.7576311813646,99.2173932795243,"a","I"
299,62.4547311341576,42.2850286955399,35.0816992018227,77.3742636870727,"c","IV"
300,49.932074888354,43.8977476665277,33.6928782318965,91.5853458212861,"d","I"
301,62.3903104282868,44.2686331035895,40.8201671317574,114.909900459803,"c","IV"
302,53.7970350145328,36.767166156532,47.6818493188585,89.881166554768,"b","II"
303,52.4980812180844,35.0134597051392,41.3368221396141,138.479918906577,"a","II"
304,51.0782527765751,43.1916772164122,32.9520605096767,82.0249968475775,"d","I"
305,71.3019516743124,49.1296366884155,24.5311178682619,109.428011726211,"b","VI"
306,52.3814641582574,43.709079138338,33.6972420707908,75.365733926291,"a","II"
307,57.3002644364625,37.4444306852281,45.5999167000791,97.8366967613728,"a","III"
308,60.7613682293456,42.5174534474572,26.8791606107319,93.3741520125015,"a","IV"
309,62.923382736706,52.8480701006338,27.3509742475948,80.727567654043,"c","IV"
310,57.5845500179047,37.3792653357238,36.2446113031783,98.6110509885655,"b","III"
311,48.3347212385525,39.6493503874726,35.3454393317158,99.7847204230331,"c","I"
312,59.2515541898039,39.2876543245932,38.0509882898209,119.138785526395,"c","III"
313,51.6737320171649,43.7531284742668,39.5810433410628,112.478268240642,"a","II"
314,46.2767148658989,46.2039889032749,38.6104928445962,59.9721975197822,"b","I"
315,66.0781903165248,35.6523591157351,34.4305590258636,105.726977821804,"b","V"
316,53.4955893292579,46.6875434021647,39.5824245924398,91.3367012643462,"b","II"
317,44.3654550724154,49.3891644048715,38.2160513932004,87.0181707027908,"b","I"
318,57.0191082950254,37.3047333236092,31.7674011935636,101.64592561135,"a","III"
319,35.0058424803329,34.4758454521028,38.1788643590627,81.6558890712686,"a","I"
320,57.760866072648,46.4968560148693,38.1652998225636,93.5702942765677,"b","III"
321,72.20350837208,41.0696301798469,34.3056795565599,84.6267349628672,"b","VI"
322,68.3369872774553,32.8194167198196,33.9303177640752,69.9813415105392,"d","V"
323,55.3948609022909,43.5720738089728,32.3671705475917,101.016315960157,"c","II"
324,52.6548346692814,47.4104560910343,42.6857205172946,100.74088215168,"a","II"
325,48.9264935476931,31.8995268004808,36.1689461026302,120.767780345613,"c","I"
326,63.393354171449,47.2496829888301,26.1752397742569,105.004650966105,"d","IV"
327,77.8714260843132,46.7985752998929,41.6494470843136,93.7801445182872,"d","VI"
328,63.6991747967183,50.3066634825591,35.8260134170462,130.767551277565,"d","IV"
329,59.3919953023131,42.8142090437135,33.9172050337008,112.036767053714,"d","III"
330,52.0931467308022,33.6354105870294,43.2529091105097,79.8773605007772,"a","II"
331,45.5137092169555,42.2090464341129,40.76389614832,108.797930000066,"b","I"
332,72.3953591358407,33.5533311174183,29.9421832749514,103.617840708294,"b","VI"
333,57.3225708706738,26.4821551597076,35.7799121211734,120.723246442689,"a","III"
334,61.5863979745556,30.9568126673297,33.0328812636506,66.3219289763595,"b","IV"
335,65.0879421365859,42.5793640393675,36.5416955946185,101.59708973643,"a","V"
336,41.7826740788549,41.1783634947831,38.3231292899325,107.45624416501,"a","I"
337,55.3029288693082,44.4630912863681,34.7114681882488,77.3768257963318,"c","II"
338,70.2180527765971,34.6702340810994,39.8905147563938,104.473741114583,"a","VI"
339,61.8940054298411,47.4252452460551,37.5150644567852,121.526771712194,"b","IV"
340,58.6003145963746,28.6379749007197,35.154308476477,87.2564716436479,"c","III"
341,72.209442229254,44.881925661929,33.6735584203078,91.7574398514233,"b","VI"
342,49.745996115118,28.2931232807197,33.4115756506443,79.1306151742057,"d","I"
343,52.1219750848135,41.7207571692296,42.8582997835851,91.727348574713,"a","II"
344,67.2954276562958,31.3608356811283,37.9916639674204,79.2861033820527,"c","V"
345,53.4211325307201,49.3086311273349,37.4164007524161,107.596350531161,"b","II"
346,57.3922080750716,28.1240021157201,33.4530430546252,97.8949842445317,"b","III"
347,63.884080316341,27.4213256658199,37.2963172348091,103.087219713073,"d","IV"
348,60.4163735573493,43.6341272742026,27.860997818448,66.1399959472841,"a","IV"
349,73.4227413790683,40.5655470171485,35.5407020507391,121.43286369154,"c","VI"
350,49.2505520053136,37.2434393714308,37.8825531007554,110.068039892332,"c","I"
351,63.5332579789592,45.7499332347014,42.9303702903122,85.5149195233694,"d","IV"
352,55.9584362201466,47.4587442130575,44.4304254568186,112.652467783968,"d","II"
353,54.8183656792527,41.8706231076921,35.7234910712165,76.7597871288182,"c","II"
